Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,1.0843051671981812,22000
1996-01-02,3.5999999046325684,3.640000104904175,3.5999999046325684,3.609999895095825,1.0873169898986816,31000
1996-01-03,3.6500000953674316,3.6500000953674316,3.6500000953674316,3.6500000953674316,1.0993651151657104,11000
1996-01-04,3.5999999046325684,3.6500000953674316,3.5999999046325684,3.6500000953674316,1.0993651151657104,16000
1996-01-05,3.6500000953674316,3.6500000953674316,3.5399999618530273,3.5999999046325684,1.0843051671981812,6000
1996-01-08,3.6500000953674316,3.6500000953674316,3.450000047683716,3.4700000286102295,1.0451494455337524,17000
1996-01-09,3.200000047683716,3.2899999618530273,3.200000047683716,3.2899999618530273,0.9909343123435974,3000
1996-01-10,3.049999952316284,3.4000000953674316,3.049999952316284,3.3499999046325684,1.0090059041976929,21000
1996-01-11,3.3949999809265137,3.4000000953674316,3.3299999237060547,3.3499999046325684,1.0090059041976929,14000
1996-01-12,3.3499999046325684,3.3499999046325684,3.3299999237060547,3.3399999141693115,1.0059940814971924,24000
1996-01-15,3.25,3.299999952316284,3.244999885559082,3.299999952316284,0.9939462542533875,9000
1996-01-16,3.259999990463257,3.299999952316284,3.259999990463257,3.299999952316284,0.9939462542533875,5000
1996-01-17,3.375,3.424999952316284,3.255000114440918,3.255000114440918,0.9803926348686218,14000
1996-01-18,3.299999952316284,3.299999952316284,3.0250000953674316,3.049999952316284,0.9186474680900574,13000
1996-01-19,2.75,3.0399999618530273,2.75,2.799999952316284,0.8433483839035034,167000
1996-01-22,2.8350000381469727,3.0,2.8299999237060547,2.8299999237060547,0.8523845672607422,30000
1996-01-23,2.630000114440918,3.0,2.630000114440918,2.924999952316284,0.8809980750083923,33000
1996-01-24,3.0,3.0,2.9100000858306885,2.9100000858306885,0.8764802813529968,9000
1996-01-25,3.200000047683716,3.200000047683716,2.994999885559082,3.0199999809265137,0.9096115827560425,13000
1996-01-26,3.0199999809265137,3.0199999809265137,3.0199999809265137,3.0199999809265137,0.9096115827560425,0
1996-01-29,3.0,3.009999990463257,3.0,3.0,0.9035875797271729,10000
1996-01-30,3.0,3.0999999046325684,3.0,3.005000114440918,0.9050936698913574,27000
1996-01-31,3.005000114440918,3.265000104904175,3.005000114440918,3.265000104904175,0.9834043383598328,10000
1996-02-01,3.265000104904175,3.244999885559082,3.109999895095825,3.109999895095825,0.9367192387580872,19000
1996-02-02,3.25,3.2950000762939453,3.240000009536743,3.2950000762939453,0.9924405813217163,29000
1996-02-05,3.2950000762939453,3.615000009536743,3.5,3.549999952316284,1.069245457649231,41000
1996-02-06,3.549999952316284,3.75,3.450000047683716,3.619999885559082,1.0903290510177612,53000
1996-02-07,3.619999885559082,3.625,3.549999952316284,3.6050000190734863,1.0858111381530762,30000
