Date,Open,High,Low,Close,Adj Close,Volume
2003-07-09,164.89999389648438,170.39999389648438,155.0,164.3000030517578,141.2733612060547,35164284
2003-07-10,167.0,168.6999969482422,164.5,167.0,143.59490966796875,10464179
2003-07-11,167.75,174.85000610351562,166.25,173.35000610351562,149.05502319335938,11740117
2003-07-14,174.25,179.25,174.25,177.9499969482422,153.01031494140625,5982324
2003-07-15,200.0,200.0,173.0,176.1999969482422,151.50559997558594,6173689
2003-07-16,176.4499969482422,179.10000610351562,175.35000610351562,177.10000610351562,152.27944946289062,3759085
2003-07-17,177.5,178.0,170.64999389648438,172.1999969482422,148.06617736816406,3814181
2003-07-18,165.0,171.89999389648438,160.0,167.39999389648438,143.93890380859375,5375212
2003-07-21,169.0,169.39999389648438,163.0500030517578,164.89999389648438,141.7892608642578,3315845
2003-07-22,164.0,169.14999389648438,162.10000610351562,167.25,143.8098907470703,4627992
2003-07-23,170.5,178.0,169.8000030517578,174.6999969482422,150.21578979492188,13262249
2003-07-24,175.89999389648438,177.0,172.85000610351562,174.10000610351562,149.69989013671875,4305936
2003-07-25,174.39999389648438,175.0,172.10000610351562,173.64999389648438,149.3129425048828,2832967
2003-07-28,188.0,188.0,175.10000610351562,178.85000610351562,153.78416442871094,5415867
2003-07-29,179.9499969482422,182.89999389648438,179.10000610351562,180.3000030517578,155.03097534179688,5229181
2003-07-30,181.25,184.75,180.10000610351562,181.10000610351562,155.71884155273438,4632246
2003-07-31,181.6999969482422,183.64999389648438,179.64999389648438,180.85000610351562,155.5038604736328,3562717
2003-08-01,182.0,189.0,178.75,187.14999389648438,160.9208984375,8027285
2003-08-04,187.85000610351562,198.5,185.0,197.60000610351562,169.90638732910156,9982429
2003-08-05,199.0,203.4499969482422,192.85000610351562,193.60000610351562,166.4669647216797,9651327
2003-08-06,191.5,197.5,189.85000610351562,191.60000610351562,164.7472686767578,7451054
2003-08-07,193.5,196.0,192.25,195.39999389648438,168.01467895507812,3223676
2003-08-08,197.0,198.89999389648438,196.0,197.14999389648438,169.5194091796875,2530289
